"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.10.2018","9.430,17","8.093,97","9.617,57","7.927,01","","16,55%"
"01.09.2018","8.090,78","7.883,52","8.180,78","7.600,15","","2,62%"
"01.08.2018","7.884,38","8.272,93","8.667,40","7.706,86","","-4,73%"
"01.07.2018","8.276,00","7.399,54","8.598,10","7.311,28","","11,84%"
"01.06.2018","7.399,54","7.942,42","8.238,07","6.854,03","","-6,71%"
"01.05.2018","7.931,81","9.279,83","9.279,85","7.756,15","","-14,53%"
"01.04.2018","9.279,86","9.678,91","9.756,47","9.034,42","","-4,12%"
"01.03.2018","9.678,91","9.514,20","9.879,46","9.365,10","","1,73%"
"01.02.2018","9.514,03","9.566,75","9.933,24","8.869,06","","-0,56%"
"01.01.2018","9.567,17","8.020,90","9.719,40","8.020,90","","19,28%"
"01.12.2017","8.020,86","7.685,28","8.044,10","7.613,99","","4,37%"
"01.11.2017","7.685,28","7.999,02","8.145,31","7.618,73","","-3,92%"
"01.10.2017","7.998,90","8.121,90","8.473,81","7.972,18","","-1,51%"
"01.09.2017","8.121,90","7.626,15","8.328,78","7.625,91","","6,50%"
"01.08.2017","7.626,19","7.146,37","7.784,70","7.146,37","","6,71%"
"01.07.2017","7.146,33","6.867,89","7.218,17","6.748,04","","4,08%"
"01.06.2017","6.866,06","6.733,53","6.877,79","6.544,15","","1,97%"
"01.05.2017","6.733,49","7.286,25","7.631,24","6.318,61","","-7,59%"
"01.04.2017","7.286,25","7.180,34","7.348,48","6.898,49","","1,50%"
"01.03.2017","7.178,88","7.328,08","7.440,25","6.943,53","","-2,04%"
"01.02.2017","7.328,03","6.927,40","7.638,64","6.786,90","","5,78%"
"01.01.2017","6.927,44","6.362,33","7.049,36","6.277,59","","8,79%"
"01.12.2016","6.367,49","6.465,84","6.465,84","5.870,89","","-1,52%"
"01.11.2016","6.465,93","7.009,21","7.036,03","6.130,07","","-7,75%"
"01.10.2016","7.009,21","6.143,07","7.019,66","6.143,07","","14,10%"
"01.09.2016","6.143,08","6.220,23","6.383,81","5.943,99","","-1,24%"
"01.08.2016","6.220,22","6.116,40","6.374,36","5.975,49","","1,70%"
"01.07.2016","6.116,25","5.540,90","6.213,24","5.417,72","","10,48%"
"01.06.2016","5.536,22","5.170,01","5.548,64","5.113,51","","7,08%"
"01.05.2016","5.170,20","5.775,14","5.908,51","5.105,43","","-10,47%"
"01.04.2016","5.775,09","5.387,19","5.926,90","5.162,84","","7,17%"
"01.03.2016","5.388,76","4.369,27","5.639,61","4.369,27","","23,34%"
"01.02.2016","4.369,01","4.152,39","4.388,73","3.956,35","","5,24%"
"01.01.2016","4.151,55","4.325,07","4.325,07","3.865,55","","-4,01%"
"01.12.2015","4.325,10","4.530,02","4.833,72","4.305,61","","-4,52%"
"01.11.2015","4.530,02","4.458,04","4.960,26","4.458,04","","1,60%"
"01.10.2015","4.458,51","4.390,05","4.952,43","4.368,48","","1,59%"
"01.09.2015","4.388,61","4.592,68","4.920,06","4.260,57","","-4,44%"
"01.08.2015","4.592,71","5.147,57","5.150,13","4.324,96","","-10,77%"
"01.07.2015","5.147,23","5.365,42","5.466,82","4.898,44","","-4,09%"
"01.06.2015","5.366,72","5.173,21","5.398,91","5.064,73","","3,75%"
"01.05.2015","5.172,88","5.681,76","5.760,39","5.172,46","","-8,94%"
"01.04.2015","5.680,84","5.222,78","5.750,12","5.221,68","","9,04%"
"01.03.2015","5.209,79","5.240,96","5.355,09","4.803,85","","-0,59%"
"01.02.2015","5.240,87","4.672,08","5.351,64","4.639,70","","12,17%"
"01.01.2015","4.672,08","4.937,61","5.002,12","4.653,65","","-5,40%"
"01.12.2014","4.938,59","5.419,64","5.419,88","4.514,14","","-8,87%"
"01.11.2014","5.419,44","5.159,47","5.640,65","4.789,46","","5,04%"
"01.10.2014","5.159,59","4.972,37","5.531,45","4.435,10","","3,76%"
"01.09.2014","4.972,47","5.743,63","5.886,75","4.913,94","","-13,43%"
"01.08.2014","5.743,63","5.063,65","5.767,39","4.970,47","","13,42%"
"01.07.2014","5.063,83","4.830,89","5.296,38","4.747,28","","4,81%"
"01.06.2014","4.831,41","4.589,95","5.039,87","4.589,95","","5,36%"
"01.05.2014","4.585,59","4.689,97","4.879,79","4.585,59","","-2,23%"
"01.04.2014","4.690,04","4.412,08","4.746,59","4.369,11","","6,30%"
"01.03.2014","4.412,12","3.970,95","4.412,12","3.818,16","","11,11%"
"01.02.2014","3.970,86","3.820,59","4.017,93","3.710,44","","3,83%"
"01.01.2014","3.824,38","4.133,26","4.148,24","3.723,60","","-7,45%"
"01.12.2013","4.132,34","4.323,07","4.326,64","3.991,54","","-4,42%"
"01.11.2013","4.323,47","4.543,98","4.569,00","4.159,22","","-4,85%"
"01.10.2013","4.544,00","4.213,51","4.546,41","4.183,58","","7,84%"
"01.09.2013","4.213,61","3.889,18","4.335,35","3.859,43","","8,35%"
"01.08.2013","3.889,00","3.863,80","3.992,10","3.729,86","","0,69%"
"01.07.2013","3.862,18","3.851,19","3.950,34","3.555,62","","0,31%"
"01.06.2013","3.850,32","4.305,30","4.305,30","3.641,66","","-10,57%"
"01.05.2013","4.305,28","4.164,45","4.423,24","4.122,27","","3,37%"
"01.04.2013","4.164,96","4.287,84","4.338,47","4.026,01","","-2,87%"
"01.03.2013","4.288,00","4.116,25","4.330,43","4.081,01","","4,17%"
"01.02.2013","4.116,27","4.074,83","4.143,73","3.943,43","","1,03%"
"01.01.2013","4.074,17","4.017,02","4.221,47","4.009,50","","1,49%"
"01.12.2012","4.014,49","3.785,24","4.049,56","3.761,44","","6,06%"
"01.11.2012","3.785,24","3.556,20","3.809,43","3.547,29","","6,43%"
"01.10.2012","3.556,57","3.652,21","3.728,23","3.458,24","","-2,62%"
"01.09.2012","3.652,20","3.668,94","4.040,22","3.622,18","","-0,44%"
"01.08.2012","3.668,26","3.641,95","3.899,11","3.582,19","","0,72%"
"01.07.2012","3.641,88","3.361,89","3.707,78","3.294,49","","8,33%"
"01.06.2012","3.361,96","3.360,12","3.512,85","3.234,14","","0,05%"
"01.05.2012","3.360,37","3.522,65","3.543,07","3.175,45","","-4,61%"
"01.04.2012","3.522,65","3.789,83","3.848,81","3.419,78","","-7,02%"
"01.03.2012","3.788,57","3.883,46","4.084,09","3.763,66","","-2,44%"
"01.02.2012","3.883,16","3.672,48","3.923,76","3.655,70","","5,75%"
"01.01.2012","3.672,12","3.468,16","3.744,06","3.439,89","","5,88%"
"01.12.2011","3.468,11","3.330,17","3.510,47","3.329,96","","4,13%"
"01.11.2011","3.330,49","3.398,08","3.427,44","3.100,31","","-2,00%"
"01.10.2011","3.398,37","3.065,99","3.486,10","2.911,07","","10,83%"
"01.09.2011","3.066,17","3.141,83","3.346,48","2.946,44","","-2,41%"
"01.08.2011","3.141,79","3.238,71","3.286,34","2.708,35","","-2,99%"
"01.07.2011","3.238,71","3.534,52","3.577,84","3.156,47","","-8,37%"
"01.06.2011","3.534,55","3.516,91","3.540,09","3.392,61","","0,50%"
"01.05.2011","3.516,91","3.585,47","3.649,81","3.362,34","","-1,91%"
"01.04.2011","3.585,47","3.722,02","3.787,99","3.457,79","","-3,67%"
"01.03.2011","3.722,00","3.534,57","3.723,71","3.379,33","","5,30%"
"01.02.2011","3.534,63","3.430,27","3.622,70","3.257,36","","3,06%"
"01.01.2011","3.429,66","3.745,40","3.813,65","3.415,21","","-8,43%"
"01.12.2010","3.745,36","3.748,00","3.868,13","3.589,12","","-0,07%"
"01.11.2010","3.748,00","3.888,71","4.046,81","3.737,90","","-3,62%"
"01.10.2010","3.888,71","3.799,22","4.068,82","3.788,86","","2,33%"
"01.09.2010","3.800,33","3.501,94","3.800,33","3.489,52","","8,53%"
"01.08.2010","3.501,78","3.644,55","3.677,42","3.388,80","","-3,87%"
"01.07.2010","3.642,94","3.064,57","3.647,85","3.050,34","","18,87%"
"01.06.2010","3.064,65","3.224,63","3.365,39","3.064,65","","-4,97%"
"01.05.2010","3.224,98","3.224,98","3.224,98","3.224,98","","-4,54%"
"01.04.2010","3.378,38","3.378,38","3.378,38","3.378,38","","-2,85%"
"01.03.2010","3.477,54","3.477,54","3.477,54","3.477,54","","6,86%"
"01.02.2010","3.254,29","3.254,29","3.254,29","3.254,29","","0,12%"
